ou_mean,ou_std,PV4_r,PV4_cv
0.01,0.0039473684210526,0.008064516129032258,
0.01,0.0142105263157894,4.759408602150538,1.4584073272905438
0.034,0.0031578947368421,170.7271505376344,0.02486922190820286
0.034,0.0102631578947368,169.17876344086022,0.14571040749311442
0.036,0.0063157894736842,173.3548387096774,0.06444859431513264
0.01,0.001578947368421,0.0,
0.004,0.0071052631578947,0.0,
0.012,0.0118421052631578,11.21774193548387,1.5002337488696802
0.026,0.0078947368421052,148.3790322580645,0.14733898600946552
0.014,0.0023684210526315,43.3494623655914,0.8692169716750837
